r\IA,0,1,2,3,4,5,6,7,8,9,10
20,,,,,7,7,8,8,9,10,13
19,,,,6,6,7,7,8,9,10,13
18,,,,,6,6,7,7,8,9,12
17,,,,,6,6,6,7,8,9,11
16,,,,5,5,6,6,7,7,8,11
15,,,,5,5,5,6,6,7,8,10
14,,,,5,5,5,5,6,6,7,10
13,,,,4,4,5,5,5,6,7,9
12,,,,4,4,4,5,5,5,6,8
11,,,,4,4,4,4,4,5,6,8
10,,,,4,4,4,4,4,4,5,7
9,,,,3,3,4,4,4,4,5,6
8,,,,3,3,3,3,3,4,4,5
7,,,,3,3,3,3,3,3,4,5
6,,,,3,3,3,3,3,3,3,4
5,,,,3,3,3,3,3,3,3,3
4,,,,2,2,2,2,2,2,2,3
3,,,,3,3,2,2,2,2,2,3
2,,,,3,3,3,3,3,3,3,3
1,,6,4,4,4,4,4,4,4,4,5

