r\IA,0,1,2,3,4,5,6,7,8,9,10
20,,,3,3,4,4,5,6,6,7,9
19,,,3,3,3,4,5,5,6,7,9
18,,,2,3,3,4,4,5,6,7,8
17,,,2,3,3,4,4,5,5,6,8
16,,,2,3,3,3,4,4,5,6,8
15,,,2,3,3,3,4,4,5,6,7
14,,,2,2,3,3,3,4,5,5,7
13,,,2,2,3,3,3,4,4,5,6
12,,,2,2,2,3,3,3,4,5,6
11,,,2,2,2,3,3,3,4,4,6
10,,,2,2,2,2,3,3,3,4,5
9,,,2,2,2,2,3,3,3,4,5
8,,,2,2,2,2,2,3,3,3,4
7,,,2,2,2,2,2,2,3,3,4
6,,,2,2,2,2,2,2,2,3,3
5,,,2,2,2,2,2,2,2,2,3
4,,,2,2,2,2,2,2,2,2,3
3,,,2,2,2,2,2,2,2,2,3
2,,,,3,3,3,3,3,3,3,3
1,,6,3,4,4,4,4,4,4,4,4

